topK[1, 25000]log=True,l2_norm[1e-5, 1000]log=True
best-> topK: 304,l2_norm: 505.36927044973623
KFOLD->0.4572324723363913
topK,l2_norm,result
3501.0,0.0008256383998735867,0.11242829828781482
9402.0,14.28631763631599,0.3517450229533172
1.0,0.00016749735870003843,0.014097334291125342
1687.0,335.9858252725356,0.4113672078621071
164.0,749.572044267605,0.4140743504507581
52.0,0.0077463421819547965,0.09124601669995792
1.0,1.4111781399995054,0.02407018296125218
1.0,0.5335944377160049,0.017227539212657572
1.0,3.4490058479737247,0.04551269665860573
13853.0,3.596628436898252e-05,0.11465914926088318
102.0,976.0794336461283,0.4092127996656429
854.0,974.6683540293158,0.41597668001150256
579.0,55.77947816352335,0.3857061529516676
23.0,0.05995586056256265,0.07715186295410337
380.0,93.83856806482564,0.3981183589173015
15.0,787.227135971,0.3681558530535436
350.0,21.824612954209176,0.3513398639084569
1580.0,0.13901705070490705,0.1879093826110502
9.0,10.105818532920663,0.18736941442370253
187.0,76.82482248004142,0.39232904940748087
7.0,173.4274333584536,0.3022350400143088
1348.0,369.43216119027,0.41348790640466665
1178.0,969.3201548795164,0.41506528240348745
3831.0,867.2230782994706,0.4128776535539206
99.0,26.86241764261273,0.33300451298849687
737.0,2.7594855174277884,0.2758921581995214
3993.0,156.49101131524003,0.39991806687971787
187.0,0.0037636599994047026,0.10483196917388188
43.0,9.644716026959765,0.24719612963892781
23745.0,0.47368033325042,0.2870043385064849
7285.0,218.5265505595743,0.40649427946720007
1435.0,371.9949489200793,0.41328255845270045
859.0,42.30785608392416,0.3764356332078392
3049.0,942.7694113140836,0.41349291421983353
2489.0,970.2087041086735,0.41370324535421854
350.0,242.4290316322099,0.41528798203714734
335.0,236.67138631016687,0.41487671918380575
353.0,121.54931058203785,0.403437275495898
536.0,6.723327014550258,0.3033192525255045
255.0,0.0003806585994176954,0.09315392888897141
58.0,271.51163791250826,0.3988631449046452
134.0,364.14568155329096,0.41113142540613734
675.0,56.4596983886251,0.3853104140969867
1033.0,1.028526203555241e-05,0.08967214720913272
74.0,445.645796919401,0.4063296611768167
30.0,35.101625421498895,0.3113691682457453
221.0,113.94524858038412,0.40234808889854706
6095.0,18.52292982209324,0.35295145459778465
447.0,0.004049849674011374,0.11490811821071599
2274.0,521.8900163312586,0.4138030833569254
2.0,0.812004338469097,0.030994846574700925
2518.0,554.7826396797032,0.4137379991165682
1981.0,180.27196981576932,0.40493506078561264
992.0,69.5026682999202,0.3884996925106743
304.0,505.36927044973623,0.41631035453970433
127.0,102.60235748988681,0.3952072105745729
257.0,0.04674670525873852,0.13984002500585385
344.0,252.87279219849944,0.415378421326916
335.0,260.72519045478737,0.41529832107094805
555.0,3.113539715164442,0.2778749274104733
